file,title,long_name,author_order_y,shortend_names
import2018_529,Making Energy Easy: Interacting With the Forces Underlying Chemical Bonding Using the ELI-Chem Simulation,"Zohar, Asnat R.",0,Zohar A. R.
import2018_529,Making Energy Easy: Interacting With the Forces Underlying Chemical Bonding Using the ELI-Chem Simulation,"Levy, Sharona T.",1,Levy S. T.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Samarapungavan, Ala",0,Samarapungavan A.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Clase, Kari",1,Clase K.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Pelaez, Nancy",2,Clase K.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Gardner, Stephanie",3,Pelaez N.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Misra, Chandrani",4,Pelaez N.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Duncan, Ravit Golan",5,Gardner S.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Chinn, Clark",6,Gardner S.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Barzilai, Sarit",7,Misra C.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Berland, Leema K.",8,Misra C.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Berland, Leema K.",8,Misra C.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"McNeill, Katherine L.",9,Duncan R. G.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Manz, Eve",10,Duncan R. G.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Wylie, Alison",11,Chinn C.
import2018_273,Unpacking Dimensions of Evidentiary Knowledge and Reasoning in the Teaching and Learning of Science,"Sandoval, William A.",12,Chinn C.
import2018_515,Identifying Expansive Learning in Democratic Activity: A CHAT/DBR Approach to Community-Based Design Partnerships,"Meléndez, José W.",0,Meléndez J. W.
import2018_501,Towards a Framework for Smart Classrooms that Teach Instructors to Teach,"Gerritsen, David",0,Gerritsen D.
import2018_501,Towards a Framework for Smart Classrooms that Teach Instructors to Teach,"Zimmerman, John",1,Zimmerman J.
import2018_501,Towards a Framework for Smart Classrooms that Teach Instructors to Teach,"Ogan, Amy",2,Zimmerman J.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Stevens, Reed",0,Stevens R.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Ramey, Kay E.",1,Ramey K. E.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Meyerhoff, Peter",2,Ramey K. E.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Hilppö, Jaakko",3,Meyerhoff P.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Kumpulainen, Kristiina",4,Meyerhoff P.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Kajamaa, Anu",5,Hilppö J.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Rajala, Antti",6,Hilppö J.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Halverson, Richard",7,Kumpulainen K.
import2018_267,"Exploring the Adoption, Spread, and Sustainability of an Informal STEAM Learning Innovation In Schools","Halverson, Richard",7,Kumpulainen K.
import2016short_138,Comparing Students’ Solutions When Learning Collaboratively or Individually Within Productive Failure,"Mazziotti, Claudia",0,Mazziotti C.
import2016short_138,Comparing Students’ Solutions When Learning Collaboratively or Individually Within Productive Failure,"Mazziotti, Claudia",0,Mazziotti C.
import2016short_138,Comparing Students’ Solutions When Learning Collaboratively or Individually Within Productive Failure,"Rummel, Nikol",1,Rummel N.
import2016short_138,Comparing Students’ Solutions When Learning Collaboratively or Individually Within Productive Failure,"Rummel, Nikol",1,Rummel N.
import2016short_138,Comparing Students’ Solutions When Learning Collaboratively or Individually Within Productive Failure,"Deiglmayr, Anne",2,Rummel N.
import2016short_110,Modelling Authenticity in Teaching and Learning Contexts: A Contribution to Theory Development and Empirical Investigation of the Construct,"Betz, Anica",0,Betz A.
import2016short_110,Modelling Authenticity in Teaching and Learning Contexts: A Contribution to Theory Development and Empirical Investigation of the Construct,"Betz, Anica",0,Betz A.
import2016short_110,Modelling Authenticity in Teaching and Learning Contexts: A Contribution to Theory Development and Empirical Investigation of the Construct,"Flake, Sabrina",1,Flake S.
import2016short_110,Modelling Authenticity in Teaching and Learning Contexts: A Contribution to Theory Development and Empirical Investigation of the Construct,"Flake, Sabrina",1,Flake S.
import2016short_110,Modelling Authenticity in Teaching and Learning Contexts: A Contribution to Theory Development and Empirical Investigation of the Construct,"Mierwald, Marcel",2,Flake S.
import2016short_110,Modelling Authenticity in Teaching and Learning Contexts: A Contribution to Theory Development and Empirical Investigation of the Construct,"Mierwald, Marcel",2,Flake S.
import2016short_110,Modelling Authenticity in Teaching and Learning Contexts: A Contribution to Theory Development and Empirical Investigation of the Construct,"Vanderbeke, Marie",3,Mierwald M.
import2016short_110,Modelling Authenticity in Teaching and Learning Contexts: A Contribution to Theory Development and Empirical Investigation of the Construct,"Vanderbeke, Marie",3,Mierwald M.
import2016short_104,Crossing Boundaries: Reflexive Analysis of Collaborative Learning in Research Institutions,"Crouse, Kevin",0,Crouse K.
import2016short_104,Crossing Boundaries: Reflexive Analysis of Collaborative Learning in Research Institutions,"Joyce, Jeanette",1,Joyce J.
import2016short_104,Crossing Boundaries: Reflexive Analysis of Collaborative Learning in Research Institutions,"Cavera, Veronica L",2,Joyce J.
import2015full_340,Using Situated-Action Networks to Visualize Complex Learning,"Andrade, Alejandro",0,Andrade A.
import2015short_285,Navigating Connected Inquiry Learning with ScienceKit,"Pauw, Daniel",0,Pauw D.
import2015short_285,Navigating Connected Inquiry Learning with ScienceKit,"Clegg, Tamara",1,Clegg T.
import2015short_285,Navigating Connected Inquiry Learning with ScienceKit,"Ahn, June",2,Clegg T.
import2015short_285,Navigating Connected Inquiry Learning with ScienceKit,"Bonsignore, Elizabeth",3,Ahn J.
import2015short_285,Navigating Connected Inquiry Learning with ScienceKit,"Yip, Jason C.",4,Ahn J.
import2015short_285,Navigating Connected Inquiry Learning with ScienceKit,"Uchidiuno, Judith",5,Bonsignore E.
import2017_15,Whose Culture Is It? Modeling the Designs of Authentic Learning Environments and the Cultures They Mediate,"Hod, Yotam",0,Hod Y.
import2017_15,Whose Culture Is It? Modeling the Designs of Authentic Learning Environments and the Cultures They Mediate,"Sagy, Ornit",1,Sagy O.
import2017_29,"Learning Biology Coherently Through Complex Systems, Scientific Practices, and Agent-Based Simulations","Park, Miyoung",0,Park M.
import2017_29,"Learning Biology Coherently Through Complex Systems, Scientific Practices, and Agent-Based Simulations","Anderson, Emma",1,Anderson E.
import2017_29,"Learning Biology Coherently Through Complex Systems, Scientific Practices, and Agent-Based Simulations","Yoon, Susan A.",2,Anderson E.
import2015short_252,The Mediating Role of Interactive Learning Activities in CSCL: An Input-Process-Outcome Model,"Deiglmayr, Anne",0,Deiglmayr A.
import2015short_252,The Mediating Role of Interactive Learning Activities in CSCL: An Input-Process-Outcome Model,"Rummel, Nikol",1,Rummel N.
import2015short_252,The Mediating Role of Interactive Learning Activities in CSCL: An Input-Process-Outcome Model,"Rummel, Nikol",1,Rummel N.
import2015short_252,The Mediating Role of Interactive Learning Activities in CSCL: An Input-Process-Outcome Model,"Loibl, Katharina",2,Rummel N.
import2016full_26,"No Lives Left: How Common Game Features Could Undermine Persistence, Challenge-Seeking and Learning to Program","Malkiewich, Laura J.",0,Malkiewich L. J.
import2016full_26,"No Lives Left: How Common Game Features Could Undermine Persistence, Challenge-Seeking and Learning to Program","Lee, Alison",1,Lee A.
import2016full_26,"No Lives Left: How Common Game Features Could Undermine Persistence, Challenge-Seeking and Learning to Program","Slater, Stefan",2,Lee A.
import2016full_26,"No Lives Left: How Common Game Features Could Undermine Persistence, Challenge-Seeking and Learning to Program","Xing, Chenmu",3,Slater S.
import2016full_26,"No Lives Left: How Common Game Features Could Undermine Persistence, Challenge-Seeking and Learning to Program","Chase, Catherine",4,Slater S.
import2018_449,Projected Worlds: How Informal Digital Learning Organizations Conceptualize Organizing Youth Futures,"Santo, Rafi",0,Santo R.
import2018_449,Projected Worlds: How Informal Digital Learning Organizations Conceptualize Organizing Youth Futures,"Sarmiento, Juan Pablo",1,Sarmiento J. P.
import2018_449,Projected Worlds: How Informal Digital Learning Organizations Conceptualize Organizing Youth Futures,"Ahn, June",2,Sarmiento J. P.
import2016full_32,No One Ever Steps in the Same Discussion Twice: The Relationship Between Identities and Meaning,"Öztok, Murat",0,Öztok M.
import2016full_32,No One Ever Steps in the Same Discussion Twice: The Relationship Between Identities and Meaning,"Arvaja, Maarit",1,Arvaja M.
import2018_307,The Interaction of the Need for Cognitive Closure With Implicit and Explicit Guidance in Wiki-Based Learning,"Heimbuch, Sven",0,Heimbuch S.
import2018_307,The Interaction of the Need for Cognitive Closure With Implicit and Explicit Guidance in Wiki-Based Learning,"Bodemer, Daniel",1,Bodemer D.
import2018_461,Conceptual Goals While Using a Simulation: Three Different Sources and Learning Outcomes,"Wallon, Robert C",0,Wallon R. C.
import2018_461,Conceptual Goals While Using a Simulation: Three Different Sources and Learning Outcomes,"Lindgren, Robb",1,Lindgren R.
import2018_475,Relating Social Network Structure to Uncertainty and Social Interaction in an Engineering Design Challenge,"Bruchok, Christiana Bruchok",0,Bruchok C. B.
import2018_475,Relating Social Network Structure to Uncertainty and Social Interaction in an Engineering Design Challenge,"Bowers, Nicole",1,Bowers N.
import2018_475,Relating Social Network Structure to Uncertainty and Social Interaction in an Engineering Design Challenge,"Jordan, Michelle E.",2,Bowers N.
import2018_475,Relating Social Network Structure to Uncertainty and Social Interaction in an Engineering Design Challenge,"Wakefield, Wendy",3,Jordan M. E.
import2018_475,Relating Social Network Structure to Uncertainty and Social Interaction in an Engineering Design Challenge,"Ricca, Bernard",4,Jordan M. E.
import2018_313,What’s the Difference? A Closer Look at Idea-Centric Analysis of Online Discourse in K12 and Higher Education Settings,"Lee, Alwyn Vwen Yen",0,Lee A. V.
import2018_313,What’s the Difference? A Closer Look at Idea-Centric Analysis of Online Discourse in K12 and Higher Education Settings,"Tan, Seng Chee",1,Tan S. C.
import2018_463,Room for Everyone? Identification Processes in Crafting and Math,"Chapman, Katherine Carr",0,Chapman K. C.
import2018_463,Room for Everyone? Identification Processes in Crafting and Math,"Gresalfi, Melissa",1,Gresalfi M.
import2018_463,Room for Everyone? Identification Processes in Crafting and Math,"Bell, Amanda M",2,Gresalfi M.
import2018_305,Is Student Frustration in Learning Games More Associated with Game Mechanics or Conceptual Understanding?,"Karumbaiah, Shamya",0,Karumbaiah S.
import2018_305,Is Student Frustration in Learning Games More Associated with Game Mechanics or Conceptual Understanding?,"Rahimi, Seyedahmad",1,Rahimi S.
import2018_305,Is Student Frustration in Learning Games More Associated with Game Mechanics or Conceptual Understanding?,"Baker, Ryan",2,Rahimi S.
import2018_305,Is Student Frustration in Learning Games More Associated with Game Mechanics or Conceptual Understanding?,"Shute, Valerie",3,Baker R.
import2018_305,Is Student Frustration in Learning Games More Associated with Game Mechanics or Conceptual Understanding?,"Dmello, Sidney DMello",4,Baker R.
import2016full_18,The Interactional Work of Configuring a Mathematical Object in a Technology-Enabled Embodied Learning Environment,"Flood, Virginia J.",0,Flood V. J.
import2016full_18,The Interactional Work of Configuring a Mathematical Object in a Technology-Enabled Embodied Learning Environment,"Flood, Virginia J.",0,Flood V. J.
import2016full_18,The Interactional Work of Configuring a Mathematical Object in a Technology-Enabled Embodied Learning Environment,"Harrer, Benedikt W.",1,Harrer B. W.
import2016full_18,The Interactional Work of Configuring a Mathematical Object in a Technology-Enabled Embodied Learning Environment,"Abrahamson, Dor",2,Harrer B. W.
import2016full_18,The Interactional Work of Configuring a Mathematical Object in a Technology-Enabled Embodied Learning Environment,"Abrahamson, Dor",2,Harrer B. W.
import2018_311,"Secondary Students’ Model-Based Reasoning about Earth Systems: Practice, Epistemology, and Conceptual Understanding","Forbes, Cory",0,Forbes C.
import2018_311,"Secondary Students’ Model-Based Reasoning about Earth Systems: Practice, Epistemology, and Conceptual Understanding","Chandler, Mark A",1,Chandler M. A.
import2018_311,"Secondary Students’ Model-Based Reasoning about Earth Systems: Practice, Epistemology, and Conceptual Understanding","Bhattacharya, Devarati",2,Chandler M. A.
import2018_311,"Secondary Students’ Model-Based Reasoning about Earth Systems: Practice, Epistemology, and Conceptual Understanding","Vo, Tina",3,Bhattacharya D.
import2018_311,"Secondary Students’ Model-Based Reasoning about Earth Systems: Practice, Epistemology, and Conceptual Understanding","Griffin, Jane",4,Bhattacharya D.
import2018_477,Shifting Educational Activity Systems: A Cross-Case Analysis of Science Education Reform Efforts in Large Scale Systems,"Morrison, Deb",0,Morrison D.
import2018_477,Shifting Educational Activity Systems: A Cross-Case Analysis of Science Education Reform Efforts in Large Scale Systems,"Tesoriero, Gina",1,Tesoriero G.
import2018_477,Shifting Educational Activity Systems: A Cross-Case Analysis of Science Education Reform Efforts in Large Scale Systems,"Bell, Philip",2,Tesoriero G.
import2018_339,Developing a Text-Integration Task for Investigating and Teaching Interdisciplinarity in Science Teams,"Knight, Simon",0,Knight S.
import2018_339,Developing a Text-Integration Task for Investigating and Teaching Interdisciplinarity in Science Teams,"Thompson, Kate",1,Thompson K.
import2016full_24,A Knowledge Analytic Comparison of Cued Primitives When Students Are Explaining Predicted and Enacted Motions,"Lee, Victor R.",0,Lee V. R.
import2016full_30,"Situated Learning, Situated Knowledge: Situating Racialization, Colonialism, and Patriarchy Within Communities of Practice","Curnow, Joe",0,Curnow J.
import2018_488,“I Have an Opinion about Science I Think Part is True and Part is Not”:  Emergent Bilingual/Multilingual Adolescents “Figuring” Science Learning Through Virtual Labs ,"Kayumova, Shakhnoza",0,Kayumova S.
import2018_488,“I Have an Opinion about Science I Think Part is True and Part is Not”:  Emergent Bilingual/Multilingual Adolescents “Figuring” Science Learning Through Virtual Labs ,"Cardello, Suzanne",1,Cardello S.
import2015short_278,Designing Automated Assessment FOR Collaborative Argumentation in Classroom: A Pilot Study,"Chen, Wenli",0,Chen W.
import2015short_278,Designing Automated Assessment FOR Collaborative Argumentation in Classroom: A Pilot Study,"Looi, Chee-Kit",1,Looi C.
import2015short_278,Designing Automated Assessment FOR Collaborative Argumentation in Classroom: A Pilot Study,"Xie, Wenting",2,Looi C.
import2015short_278,Designing Automated Assessment FOR Collaborative Argumentation in Classroom: A Pilot Study,"Wen, Yun",3,Xie W.
import2015full_222,Investigating Collaborative Reflection with Peers in an Online Learning Environment,"Wang, Qiyun",0,Wang Q.
import2015full_222,Investigating Collaborative Reflection with Peers in an Online Learning Environment,"Quek, Choon Lang",1,Quek C. L.
import2015short_250,Looking AT versus Looking THROUGH: A Dual Eye-Tracking Study in MOOC Context,"Sharma, Kshitij",0,Sharma K.
import2015short_250,Looking AT versus Looking THROUGH: A Dual Eye-Tracking Study in MOOC Context,"Caballero, Daniela",1,Caballero D.
import2015short_250,Looking AT versus Looking THROUGH: A Dual Eye-Tracking Study in MOOC Context,"Verma, Himanshu",2,Caballero D.
import2015short_250,Looking AT versus Looking THROUGH: A Dual Eye-Tracking Study in MOOC Context,"Jermann, Patrick",3,Verma H.
import2015short_250,Looking AT versus Looking THROUGH: A Dual Eye-Tracking Study in MOOC Context,"Dillenbourg, Pierre",4,Verma H.
import2017_17,Predicting Success in Massive Open Online Courses (MOOCs) Using Cohesion Network Analysis,"Crossley, Scott",0,Crossley S.
import2017_17,Predicting Success in Massive Open Online Courses (MOOCs) Using Cohesion Network Analysis,"Dascălu, Mihai",1,Dascalu M.
import2017_17,Predicting Success in Massive Open Online Courses (MOOCs) Using Cohesion Network Analysis,"McNamara, Danielle S.",2,Dascalu M.
import2017_17,Predicting Success in Massive Open Online Courses (MOOCs) Using Cohesion Network Analysis,"Baker, Ryan",3,McNamara D. S.
import2017_17,Predicting Success in Massive Open Online Courses (MOOCs) Using Cohesion Network Analysis,"Trăușan-Matu, Ștefan",4,McNamara D. S.
import2015short_287,Immersive Simulation on Collaborative Learning about a Complex Dynamic System,"Ke, Fengfeng",0,Ke F.
import2015short_287,Immersive Simulation on Collaborative Learning about a Complex Dynamic System,"Carafano, Peter",1,Carafano P.
import2015short_293,Materiality of Online Students’ Peer-Review Activities in Higher Education,"Cerratto-Pargman, Teresa",0,Cerratto-Pargman T.
import2015short_293,Materiality of Online Students’ Peer-Review Activities in Higher Education,"Knutsson, Ola",1,Knutsson O.
import2015short_293,Materiality of Online Students’ Peer-Review Activities in Higher Education,"Karlström, Petter",2,Knutsson O.
import2018_2,Negotiating Epistemic Agency and Target Learning Goals: Supporting Coherence from the Students’ Perspective,"Zivic, Aliza",0,Zivic A.
import2018_2,Negotiating Epistemic Agency and Target Learning Goals: Supporting Coherence from the Students’ Perspective,"Smith, John F",1,Smith J. F.
import2018_2,Negotiating Epistemic Agency and Target Learning Goals: Supporting Coherence from the Students’ Perspective,"Reiser, Brian",2,Smith J. F.
import2018_2,Negotiating Epistemic Agency and Target Learning Goals: Supporting Coherence from the Students’ Perspective,"Edwards, Kelsey",3,Reiser B.
import2018_2,Negotiating Epistemic Agency and Target Learning Goals: Supporting Coherence from the Students’ Perspective,"Novak, Michael",4,Reiser B.
import2018_2,Negotiating Epistemic Agency and Target Learning Goals: Supporting Coherence from the Students’ Perspective,"McGill, Tara",5,Edwards K.
import2016short_112,Supporting Planning and Conducting Experiments,"van Riesen, Siswa A. N.",0,Riesen S. A.
import2016short_112,Supporting Planning and Conducting Experiments,"Gijlers, Hannie",1,Gijlers H.
import2016short_112,Supporting Planning and Conducting Experiments,"Anjewierden, Anjo",2,Gijlers H.
import2016short_112,Supporting Planning and Conducting Experiments,"de Jong, Ton",3,Anjewierden A.
import2015full_395,"Meaning-Making in Collaborative Activity: Effort toward Coherent, but Not Shared, Interpretations of the Problem","Hardy, Lisa",0,Hardy L.
import2015full_395,"Meaning-Making in Collaborative Activity: Effort toward Coherent, but Not Shared, Interpretations of the Problem","Hardy, Lisa",0,Hardy L.
import2015full_395,"Meaning-Making in Collaborative Activity: Effort toward Coherent, but Not Shared, Interpretations of the Problem","White, Tobin",1,White T.
import2015full_395,"Meaning-Making in Collaborative Activity: Effort toward Coherent, but Not Shared, Interpretations of the Problem","White, Tobin",1,White T.
import2016short_106,Use of Interactive Computer Models to Promote Integration of Science Concepts Through the Engineering Design Process,"McBride, Elizabeth A.",0,McBride E. A.
import2016short_106,Use of Interactive Computer Models to Promote Integration of Science Concepts Through the Engineering Design Process,"McBride, Elizabeth A.",0,McBride E. A.
import2016short_106,Use of Interactive Computer Models to Promote Integration of Science Concepts Through the Engineering Design Process,"Vitale, Jonathan",1,Vitale J. M.
import2016short_106,Use of Interactive Computer Models to Promote Integration of Science Concepts Through the Engineering Design Process,"Vitale, Jonathan",1,Vitale J. M.
import2016short_106,Use of Interactive Computer Models to Promote Integration of Science Concepts Through the Engineering Design Process,"Applebaum, Lauren R.",2,Vitale J. M.
import2016short_106,Use of Interactive Computer Models to Promote Integration of Science Concepts Through the Engineering Design Process,"Applebaum, Lauren R.",2,Vitale J. M.
import2016short_106,Use of Interactive Computer Models to Promote Integration of Science Concepts Through the Engineering Design Process,"Linn, Marcia",3,Applebaum L.
import2016short_106,Use of Interactive Computer Models to Promote Integration of Science Concepts Through the Engineering Design Process,"Linn, Marcia",3,Applebaum L.
import2018_517,"Understanding, Redefining, and Designing for Broadening Participation","Scipio, Déana Aeolani",0,Scipio D. A.
import2018_517,"Understanding, Redefining, and Designing for Broadening Participation","Scipio, Déana Aeolani",0,Scipio D. A.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Yoon, Susan A.",0,Yoon S.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Anderson, Charles W",1,Anderson C. W.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Baker-Doyle, Kira J",2,Anderson C. W.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"de Laat, Maarten",3,Baker-Doyle K. J.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"de los Santos, Elizabeth Xeng",4,Baker-Doyle K. J.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Frank, Kenneth A.",5,Laat M.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Hopkins, Megan",6,Laat M.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Lin, Qinyun",7,Santos E. X.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Marshall, Stefanie Marshall",8,Santos E. X.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Miller, Katie A",9,Frank K. A.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Nijland, Femke",10,Frank K. A.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Penuel, William",11,Hopkins M.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Shirrell, Matthew",12,Hopkins M.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Santo, Rafi",13,Lin Q.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Schreurs, Bieke",14,Lin Q.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Spillane, James",15,Marshall S. M.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"van Amersfoort, Daniël",16,Marshall S. M.
import2018_271,Networked by Design: Interventions for Teachers to Develop Social Capital,"Whitfield, Latricia Chanel Whitfield",17,Miller K. A.
import2015full_154,The Development of Situational-Misconceptions in Math Problem Solving,"Abdu, Rotem",0,Abdu R.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Suárez, Enrique",0,Suárez E.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Tzou, Carrie",1,Tzou C.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Bang, Megan",2,Tzou C.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Ng, Meixi",3,Bang M.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Roque, Ricarose",4,Bang M.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Pinkard, Nichole",5, M.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"McDermott, Raymond",6, M.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Barron, Brigid",7,Roque R.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Goldman, Shelley",8,Roque R.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Luce, Megan",9,Pinkard N.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Vea, Tanner",10,Pinkard N.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Conlin, Luke",11,McDermott R.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Bell, Philip",12,McDermott R.
import2018_265,Designing for Axiological Innovation within Family-Centered Learning Environments,"Martin, Caitlin Kennedy",13,Barron B.
import2018_503,Distributed Representation of Misconceptions,"Pardos, Zachary",0,Pardos Z.
import2018_503,Distributed Representation of Misconceptions,"Pardos, Zachary",0,Pardos Z.
import2018_503,Distributed Representation of Misconceptions,"Farrar, Scott",1,Farrar S.
import2018_503,Distributed Representation of Misconceptions,"Kolb, John",2,Farrar S.
import2018_503,Distributed Representation of Misconceptions,"Kolb, John",2,Farrar S.
import2018_503,Distributed Representation of Misconceptions,"Peh, Gao Xian",3,Kolb J.
import2018_503,Distributed Representation of Misconceptions,"Peh, Gao Xian",3,Kolb J.
import2018_503,Distributed Representation of Misconceptions,"Lee, Jong Ha",4,Kolb J.
import2018_503,Distributed Representation of Misconceptions,"Lee, Jong Ha",4,Kolb J.
import2018_259,Infrastructuring for Participatory Design of School Technology Practices: How Students Refined Design Practices,"Lee, Ung-Sang",0,Lee U.
import2015short_126,Principle-Based Guidance to Foster Adaptive Teaching Practice,"Hong, Huang-Yao",0,Hong H.
import2015short_126,Principle-Based Guidance to Foster Adaptive Teaching Practice,"Chai, Ching Sing",1,Chai C. S.
import2015short_126,Principle-Based Guidance to Foster Adaptive Teaching Practice,"Hung, Guo-Tsai",2,Chai C. S.
import2015full_197,"The Role of Time, Engagement, and Self-Perceived Leadership on Peer-Nominated Emergent Leadership in Small Group Online Collaborative Learning","Xie, Kui",0,Xie K.
import2015full_197,"The Role of Time, Engagement, and Self-Perceived Leadership on Peer-Nominated Emergent Leadership in Small Group Online Collaborative Learning","Sun, Zhiru",1,Sun Z.
import2015full_197,"The Role of Time, Engagement, and Self-Perceived Leadership on Peer-Nominated Emergent Leadership in Small Group Online Collaborative Learning","Lu, Lin",2,Sun Z.
import2018_52,Doing Science with Fidelity to Persons: Instantiations of Caring Participation in Science Practices,"Krist, Christina",0,Krist C.
import2018_52,Doing Science with Fidelity to Persons: Instantiations of Caring Participation in Science Practices,"Suárez, Enrique",1,Suárez E.
import2016full_8,Multiple Legitimate Language Games in Family Serendipitous Science Engagement,"Vedder-Weiss, Dana",0,Vedder-Weiss D.
import2018_46,"Interconnecting Knowledge, Experience, and Self in Humanistic Knowledge Building Communities","Hod, Yotam",0,Hod Y.
import2018_46,"Interconnecting Knowledge, Experience, and Self in Humanistic Knowledge Building Communities","Ben-Zvi, Dani",1,Ben-Zvi D.
import2018_46,"Interconnecting Knowledge, Experience, and Self in Humanistic Knowledge Building Communities","Dvir, Michal",2,Ben-Zvi D.
import2016full_9,Scientific Reasoning and Problem Solving in a Practical Domain: Are Two Heads Better Than One?,"Csanadi, Andras",0,Csanadi A.
import2016full_9,Scientific Reasoning and Problem Solving in a Practical Domain: Are Two Heads Better Than One?,"Kollar, Ingo",1,Kollar I.
import2016full_9,Scientific Reasoning and Problem Solving in a Practical Domain: Are Two Heads Better Than One?,"Fischer, Frank",2,Kollar I.
import2018_47,A Principled Approach to Designing Assessments That Integrate Science and Computational Thinking,"Basu, Satabdi",0,Basu S.
import2018_47,A Principled Approach to Designing Assessments That Integrate Science and Computational Thinking,"McElhaney, Kevin W",1,McElhaney K. W.
import2018_47,A Principled Approach to Designing Assessments That Integrate Science and Computational Thinking,"Grover, Shuchi",2,McElhaney K. W.
import2018_47,A Principled Approach to Designing Assessments That Integrate Science and Computational Thinking,"Harris, Christopher J.",3,Grover S.
import2018_47,A Principled Approach to Designing Assessments That Integrate Science and Computational Thinking,"Biswas, Gautam",4,Grover S.
import2018_53,Representations of Progress in a Learning Community Curriculum for Grade 12 Biology,"Acosta, Alisa",0,Acosta A.
import2018_53,Representations of Progress in a Learning Community Curriculum for Grade 12 Biology,"Slotta, Jim",1,Slotta J.
import2015full_182,3D Tangibles Facilitate Joint Visual Attention in Dyads,"Schneider, Bertrand",0,Schneider B.
import2015full_182,3D Tangibles Facilitate Joint Visual Attention in Dyads,"Sharma, Kshitij",1,Sharma K.
import2015full_182,3D Tangibles Facilitate Joint Visual Attention in Dyads,"Cuendet, Sébastien",2,Sharma K.
