,key_words_rak,key_words_tf_idf
103,",computersupported collaborative problem solving tasks,achieve poorer negotiation results,achieving good negotiation results,joint team priorities gained,negotiation preparation deviated significantly,accurate team priorities resulted,beersma & de dreu,joint learning contents,accurate joint priorities,preference awarenesstool enabled,building grounds deviated,negotiation preparation deviated,building grounds serves,expected broader range,mutually profitable trade",",negotiation,team,team members,members,awareness,teams,accurate,preparation,joint,condition,computer supported,building,whole,attributes,issues"
104,,",phenomenon,genetics,variation,conceptions,features,variations,exam,progression,interviews,theory,edu,light,sophisticated,undergraduate,theoretical"
105,",initial findings provide promising evidence,make generalizable statistical claims,dramatic social impact compared,learning companion robot change,home learning companion robot,conducted situational interest surveys,making eye contact,idle head movements,specific comment written,small sample size,small effect size,qualitative sources suggest,future learning technologies,improve educational outcomes,week long follow",",robot,children,reading,social,interest,child,situational,surveys,weeks,pre,interviews,post,fun,said,strongly"
106,",question types included multiple,developed structured observation memos,high achieving school noted,conducted case study research,scratch typically introduce learners,collected vela assessment outcomes,week cs curriculum implemented,sociocultural processes students partake,teachers verbally encouraged collaboration,vela encourages student roles,teachers retained traditional roles,students abstract cs knowledge,conducted case studies,week unit embedded,structured interview protocols",",cs,expressions,teachers,concepts,programming,variables,teacher,whole class,sociocultural,scratch,roles,block,classroom,interviewed,district"
107,",extensive research situates science education,helps students visualize scientific phenomena,report emergent design knowledge aimed,seventh grade science teachers implemented,designs promoting connected conceptual understanding,conduct selective breeding experiments,midwest school district student body,based middle school genetics curriculum,design team identified wise steps,based middle school genetics unit,explanation builder step guides students,emergent design knowledge positions,day professional development workshop,conducted regular classroom observations,ki prioritizes deepening students",",design,learning goals,ideas,evidence,science,explanations,expression,elicit,micro,unit,practices,explain,wise,macro,goals"
108,",studies adopting multiperspective data analysis,computer supported collaborative learning task,ongoing joint interactional achievement,computer supported collaborative learning,analyzing complex collaborative environments presented,decision function coding scheme,spontaneously created visual representations,scaffolding involves providing support,complex collaborative learning environments,manipulate multiple analytic representations,graph enrichment allowing researchers,career scholars gained insights,complex learning environments formed,complex collaborative learning environment,dp explores socially situated",",synthesis,design,positioning,scaffolding,social,conversation,symposium,framework,multimodal,participants,perspectives,scaffolds,design process,processes,interaction"
109,",study utilized case study methods,participants considered diverse educational purposes,21st century learning skills,learners create digital stories,including technology integration frameworks,constant comparative methods,mindful educational purposes,diverse software usages,teacher preparation programs,learning sciences perspective,redefine learning environments,reconstruct learning identities,preservice teachers conceptualize,personal pedagogical mindsets,culturally responsive teaching",",digital,pre service teachers,service teachers,pre service,technology,teachers,service,week,tool,pre,thinking,identity,integration,tools,pedagogical"
110,,",reasoning,progression,ecology,system,synthesis,causal,th,reason,elementary,categories,core,external,disciplinary,lower,formal"
111,",project included 4 main stages,teachers identified “big ideas,“sobral science project” initial phase,authors contributed equally,higher order goals,preliminary results focus,preliminary results suggest,learning expectations essential,designing learning materials,public school system,teaching experience ranged,professional development programs,backward design framework,sustainable innovative curriculum,improve science learning",",teachers,phase,city,implementation,stage,science,change,preliminary,workshop,practices,project,curricular,co design,curriculum,teacher"
112,",world create superdiverse learning environments,led tasks enabled multilingual youth,collectively wrote analytic notes,navigating multilingual collaborative contexts,negotiated research directions related,ways multilingual youth engaged,superdiverse learning settings,girls fostered collaboration,multilingual learners support,specific regional considerations,bring diverse languages,participants formed pairs,collaborative scientific practices,climate change continues,multiple indigenous languages",",climate,climate change,youth,one another,equitable,gesture,poster,english,like,turns,turn,another,change,idea,sense making"
113,",teachers attend approximately forty hours,design tasks generally involve subtasks,documented students experiencing science class,kinda drew dotted lines,focused expectations involve optimizing,alexi persistently remain focused,iel task dynamically evolved,“classroom” expectations involve passing,owen evidences competing expectations,support elementary school teachers,children engaging engineering design,alexi considered design criteria,attended approximately thirty,girls demonstrated “design thinking,phyllis reynolds naylor",",framing,ms,engineering,story,design,engineers,test,abilities,expectations,classroom,girls,task,engineering design,situation,like"
114,",significantly lower irrelevant page visited,significantly lower irrelevant page ratios,significantly higher relevant page ratios,determine page relevancy ratios,session lasted thirty minutes,long students spent engaging,obtained 183 time data points,feedback condition spent significantly,obtain significantly higher,feedback condition obtained higher,metacognitive srl strategy questions,learning session performed greater,total relevant pages/total pages,north america participated,prior knowledge activation",",goals,srl,condition,goal,page,control condition,agents,feedback,relevant,participants,ratio,agent,session,prompt,scores"
115,",social interaction plays critical roles,dcs influenced subsequent smallgroup interaction,level social interaction influences learning,secondary education literature pertaining,expanded observational field notes,experts cohesively integrate structural,students learn collaborative engineering knowledge,teacher contributed fewer sbf comments,educational researchers increasingly investigate,robotic tire pressure reader,design involves iteratively redefining,public design critique processes influence,structuring public critique processes,learning scientists frequently attend,stevens implemented instruction primarily",",design,group,engineering,engineering design,critique,sessions,social interaction,teacher,projects,comments,ideas,functions,focal,structures,solutions"
116,",asynchronous sharing makes varied types,student learn arithmetic skills,groups showed significant improvement,period included computer logs,sharing increases social engagement,distributed cognition framework,fairly strong correlation,existing literature focus,learned arithmetic operations,simple arithmetic task,sugar learning platform,process data offers,laptops called xos,called chat studio,64 working days spanning",",group,control group,sessions,cs,experimental,sharing,control,engagement,activity,computer,wise,self,played,number,focused"
117,,",tutor,gesture,gestures,green,screen,human,functions,forms,pedagogical,virtual,figure,function,instructional,hand,mathematical"
118,",knowledge building environment built specifically,contributions impact collective idea improvement,pursuing real ideas/authentic problems,helps knowledge building succeed,giving students sustained opportunities,knowledge building discourse moves,significantly fewer responses compared,productive knowledge building thread,question threads differ significantly,knowledge building principle,knowledge building success,sustained creative work,pure hardened sand,collaborative knowledge creation,sand hardened sand",",threads,thread,knowledge building,explanatory,question,productive,note,knowledge,questions,scardamalia,notes,building,discourse,size,starting"
119,,",young people,neighborhood,young,youth,mobile,people,maps,city,community,technologies,science,embodied,educators,perspectives,adult"
120,",teachers identify pedagogically meaningful signals,foster “21st century knowledge skills,active learning remains largely ill,statistically significant positive gains,current “real world” research articles,molecular genetics unit included lessons,teacher noticed opportunistic moments,time helping individuals learn,technology environment called common knowledge,social constructivist learning principles,high school biology curriculum,incorporated peer instruction discussions,reported improved student outcomes,high school biology teacher,technology environment called ckbiology",",active learning,base,community,knowledge,activities,orchestration,instructor,biology,active,ck,inquiry,progress,technology,script,group"
121,",formative assessment activity requires students,revisited made higher learning gains,middle school students revise student,diagramming tool called mysystem,reintroduce important key concepts,study offers promising directions,connecting multiple energy concepts,effective automated guidance remains,students individually completed pre,add target energy concepts,ki condition continuously performed,specific guidance identified precisely,ki rubric designed based,ki group performed significantly,middle school students",",guidance,energy,diagram,diagrams,automated,revise,specific,tests,condition,linn,improve,post,inquiry,visualizations,immediate"
122,,",presented,information,processing,note,taking,lecture,learners,partial,notes,sd,conditions,knowledge,posttest,effect,items"
123,",comprehensive data source—simultaneously capturing talk,focal students wearing visor cameras,keifert created multiple visual transcripts,boys wearing visor cameras,visual transcripts foreground analytical decisions,video data afford unique access,participants wearing visor cameras,adding arrows indicating dad,wider angle perspective cameras,researchers approach video analysis depends,“fuzzy” checks provided leverage,individual case studies exemplifying,employ distinct theoretical frameworks,school stem learning program,making analytical decisions explicit",",video,video data,red,analytic,reliability,frameworks,units,transcript,gesture,phenomena,interactional,decisions,theoretical,representations,researcher"
124,,",identity,digital,academic,users,environments,user,design principles,success,principles,design,construction,promote,aspects,learning environments,elements"
125,",mastery learning goals predicted teenagers,typically emphasize closed learning environments,engineered facebook applications support discussion,supporting controversial cscl discussions,epistemic quality influences knowledge outcomes,promoting superficial learning strategies,address social network sites specifically,frequently encounter administrative messages,scripted groups surpass individuals,model adequate argumentative processes,commonly teach communication theories,organized sns shadow groups,105 german teacher trainees filled,teacher trainees gain deep knowledge,repeated measures anova showed",",facebook,teacher,argumentation,communication,teacher student,teachers,social,sharing,script,attitude,knowledge,formal,social media,media,quality"
126,",short formative assessments included exercises,week middle school curriculum titled,space constraints preclude inclusion,added additional pfl assessment questions,stem domains including programming,provide middle school teachers,involving middle school kids,communicate computational ideas effectively,suggested instructional strategies aim,predominantly testing direct application,public middle school classroom,control including conditional selection,syntax specification preceding questions,include structured problem decomposition,short programming exercises",",scratch,transfer,programming,computational,expansive,assessments,cs,code,curriculum,computational thinking,framing,introductory,computing,constructs,questions"
127,",worry poorly designed collaborative work,good candidate coding categories,collaborative science learning contexts,group processing behaviors exhibited,processing behavior coding scheme,collective problem solving,typically researches track,supporting scienceinterested deaf/hard,collaborative learning contexts,give reasonable insight,common quantitative method,methodological guidance focuses,collaborative learning situations,fairly equal split,inspired coding scheme",",equity,group,behaviors,talking,groups,two groups,distribution,equitable,access,behavior,promoting,code,group members,coding,processing"
128,",tightly constrained urban elementary schools,previous national science education frameworks,vcd task asks novice teachers,video case diagnosis task,previous work reveals strategies,synthesize expert science educators,elementary teacher preparation program,engineering design cognition literature,introduces novice elementary teachers,expert elementary science educators,novice urban elementary teachers,study include video recording,mixed methods study design,teacher preparation programs,national research council",",engineering,science engineering,science,elementary,teachers,novice,engineering design,pre service,community,video,pre service teachers,practices,service teachers,service,design"
129,,",embodied,science,modeling,familiar,representational,representations,participatory,body,models,learners,technology,arts,fun,activities,tracking"
130,",data include ethnographic field notes,art crating company called cratex,socioculturally structured collective activity”,culturally organized activities play,palo alto research center,gathering systematic empirical data,researchers held observational roles,packing department observing ongoing activity,investigated spatial reasoning practices,youth activist groups distinguished,observing multiple ongoing projects,packing department manager framed,ongoing collaborative work activity,original study observed interactions,spent time observing",",participation,newcomers,guiding,guided,activity,relative,experienced,interactions,assessment,discursive,inherent,ongoing,interpersonal,categories,youth"
131,,",games,game,foster,teachers,curricular,pedagogical,experiences,cause,based learning,narrative,playing,creativity,effect,academic,lens"
132,",control group requires cautious interpretation,showed partially moderate relationships,students showed higher levels,achievement emotions positively correlated,di martino & zan,encountering authentic success,university students showed,level statistics tutorial,level statistics class,mechanisms underlying students,higher education statistics,based learning environment,higher education mathematics,observed positive effects,instructional design inquiry",",statistics,emotions,self efficacy,achievement,efficacy,attitudes,positive,self,higher education,variables,subject,towards,higher,scales,mathematics"
133,",final discussion pairs made selections,develop rudimentary scientific thinking skills,intervention groups displayed considerable mastery,classroom condition consistently showing controlling,devise workable school experiences,based conclusions provide knowledge central,developing higherorder intellectual skills,consistently designed controlled comparisons,consistently vary focal variable,potentially conflicting causal claims,groups consistently designed comparisons,consistently varied focal variable,treat divergent causal claims,activity included addressing challenges,maintained controlled comparison consistently",",condition,pair,intervention,factor,factors,classroom,control,group,control group,variable,claims,consistently,controlled,transfer,performance"
134,",assessment instrument targeting children,technology enhanced learning environments,children discussing scientific ideas,based sel assessment tool,measure social emotional learning,based collaborative learning—,based assessment instrument,early childhood learners,early childhood education,achieved moderate reliability,target age group,intelligent tutors provide,broader student population,clicking/tapping panels independently,support greater sensitivity",",story,assessment,skills,social,children,emotional,characters,answer,version,stories,online,choices,instrument,character,voice"
135,,",dbr,chat,symposium,design,papers,activity,partnership,historical,collective,community,relations,practices,new,edu,university"
136,",specific domain requires deep inquiry,tightly bound disciplinary specific work,historical sources brings disciplinary rigor,developed ambitious 5th grade curriculum,important emerging disciplinary thinking skills,frequent empathetic stances invoked,focused curricular planning led,lone remaining building remains,underwent inductive content analysis,christiansburg institute alumni worked,verbally make evidenced based claims,student work samples generated,introduce 5th grade students,final written reports lacked,single historical textual sources",",historical,inquiry,site,app,sources,student,history,african,virtual,evidence,school,american,scaffold,reports,building"
137,,",science,organizational,school,schools,factors,influences,infrastructure,survey,equity,outcomes,teaching,academic,teacher learning,conditions,teacher"
138,",historically characterized learning sciences research,multiple periodic email reminders,largely cognitive science focused,learning sciences programs offered,learning sciences programs internationally,occupations included data analyst,professional activities including recruitment,interesting occupations included running,learning sciences inspired theories,find general population categories,future learning scientists envision,membership committee affiliates worked,table 2 summarizes key findings,combined population survey responses,category included open education",",ls,survey,sciences,learning sciences,scientists,said,degree,professional,interests,staff,field,settings,current,population,methods"
139,",year undergraduate teacher education program,teacher education offer potential context,qualitative case study approach,revisions including specific quotes,preservice teachers provided evidence,elementary mathematics education,simply replied “mmm,preservice teacher education,52 preservice teachers total,psts enacted part,elementary science methods,elementary preservice teachers,teachers approximate teaching,written reflections based,creating greater support",",evidence,context,reasoning,teachers,student work,student,elementary,teacher,pedagogical,revisions,revision,teaching,reflections,written,patterns"
140,",teacher awareness tool alongside user,including normalized coefficient estimates,established student modeling methods,normalized coefficient estimates included,praising recent high performers,investigate multiple hypothesized paths,existing student modeling techniques,van de pol & elbers,support strong causal inference,hypothesized causal path pictured,introduced causal alignment analysis,ran additional classroom pilots,diagram shows potential influences,teacher awareness tools matures,awareness tool explicit early",",awareness,teacher,causal,teachers,student,tool,design,path,indicators,student learning,time,hypothesized,persistence,real time,prototype"
141,",aforementioned papers offer potential paradigms,steps involved custom python scripts,custom developed computer programs,task involved similar engineering principles,usual machine learning convention,researchers performed open coding,recorded negative learning gains,missing head pose data,recorded positive learning gains,multimodal learning analytic techniques,automatically extract video segments,computer mediated experiences,analysis focuses head pose,behavioral differences emerged based,qualitatively draw inferences",",cluster,learning gains,analytics,learning analytics,gains,head,multimodal,clusters,looking,human,dataset,videos,values,segments,qualitative"
142,,",computational,cs,computer science,concepts,computing,practices,learning processes,materials,new,movement,manipulation,computer,context,variations,material"
143,",recreational group cycling involves individuals,previously made conscious efforts,observer researching group dynamics,legitimate peripheral participants relative,adult recreational cycling group,group cycling requires riders,observed focal group rides,cease participating altogether,potentially rich area,roughly equal numbers,ad hoc basis,quickly gained respect,involves specialized knowledge,knowledgeable newcomer participating,month riding season",",newcomers,group,community,novices,focal,access,novice,participation,resources,changes,experienced,week,practices,involves,author"
144,",formulated shared wondering areas,data sources included classroom observations,cultivate productive knowledge practices,creative knowledge practices operate,productive knowledge building practices,qualitative inductive data analysis,bring sustained collaborative inquiry,knowledge building pedagogy represents,programs require deeper understandings,students exerted continual efforts,yearlong science learning experience,transform educational practices,knowledge building requires teachers,socioemotional aspects related,cognitive efforts students made",",inquiry,knowledge building,knowledge,building,challenges,pedagogy,changes,interview,new,codes,deep,themes,efforts,classroom,thinking"
145,,",light,explanations,principles,established,investigations,previously,blue,everyday,phenomena,paper,episode,accounts,evidence,classrooms,white"
146,,",green,facilitation,temperature,group,pbl,model,inquiry,scaffolds,ok,peer,information,yeah,excerpt,game,provided"
147,",german philosopher jürgen habermas faced,broader social conditions posed constraints,online small group activities facilitated,emotions fuels small group argumentation,growth modeling techniques applied,pragmatist charles sanders peirce,textbooks provided indisputable narratives,experienced rich discursive instruction,negotiating communicative ground rules fostered,developing reading comprehension skills,produce substantive learning gains,related historical controversy historical,agents supported student groups providing,historical issues triggers emotionally,mäkitalo bring democracy",",teacher,discussions,issues,classroom,discourse,school,talk,student,history,agency,communication,inquiry,reasoning,historical,argumentation"
148,",commonly shared “knowledge base” resources,social constructivist pedagogical practices conceived,conceptual learning called peer instruction,based pedagogical innovation popularized,producing statistically significant conceptual,computer supported learning environments,experience building robust understandings,specially designed teacher portal,tasks including writing explanations,significant learning gains compared,problem solving process step,elect multiple choice answer,statistically significant gains,scientific discourse focuses,wireless handheld devices",",conceptual,physics,instructors,active learning,questions,college,answer,conceptual change,tool,student,active,concept,design,explanations,answers"
149,,",interest,competition,phase,feedback,robotics,stem,survey,development,validity,team,leaders,high,engineering,school,student"
150,",recent israeli science foundation center,giving graduate students direct access,early studies advocated lc models,innovative design called learning niches,distributed authority systems puts,display monitors called “wallscopes,knowledge construction involves local goals,physics classrooms promote active learning,carefully observe life cycles,21st century innovation society,creating communities achieve productivity,organizing distributed discourse entries,targeting life sciences topics,publish productive idea threads,recently phenomenological interviews focused",",space,spaces,communities,knowledge,studio,threads,design,discourse,idea,symposium,sharing,practices,sciences,learning sciences,new"
151,",bråten & strømsø,low values making stronger connections,information commitments involve “specific views,talk bears striking resemblance,targeting question specific knowledge claims,approach called epistemic network analysis,positing decontextualized binary dimensions,information veracity significantly outperformed,based learning spontaneously engage,contexts require high levels,term epistemic commitment avoids,called tacit epistemic beliefs,assigned information seeking tasks,values making stronger connections,established epistemic cognition literature",",epistemic,ena,information,connections,search,seeking,authority,claims,exploratory,justification,sources,source,knowledge,nodes,dialogue"
152,",brute force grid search approach,changeable factors affect outcomes,simple dynamic bayesian network,brute force search process,evaluating data collection inquiry skills,students conduct sequential experimental trials,semistructured scientific inquiry process,“free fall speed” topic pair,designing controlled experiments takes,error rates slightly increased,activities provide performance assessment metrics,data mining approach accounts,based virtual science lab,capturing partial transfer enables,brute force grid",",transfer,skill,inquiry,skills,fall,topic,free,model,science,models,controlled,topics,speed,energy,experiments"
153,",publicly presenting scientific/artistic results,model abstract scientific concepts,successful lifelong science learning,formal education settings,southwestern united states,northwestern united states,related undergraduate degrees,large urban city,accurate artistic drawings,summer academies suggest,accurate scientific information,girls lose interest,taking field notes,daily videotaped observations,generation science standards",",art,girls,science,identity,practices,identities,formation,middle school,stem,science learning,youth,experimentation,spatial,middle,scientific"
154,",urban high school chemistry teachers,reform projects develop curriculum materials,cross case analysis completed,lab activity called metal,urban high school context,reform curricula provide multiple resources,teacher reflection typically focus,complex planning tasks faced,predominantly examined teacher thought,analyze teacher reflective practices,theme included internalized resources,spend large amounts,obtain descriptive information,high schools participating,livescribe pulse smartpen ®",",planning,teachers,reflection,teacher,resources,resource,action,lesson,reform,curriculum,plan,practice,reflective,chemistry,external"
155,",physics community create effective interventions,learning trajectory incorporates past identities,empirically tested physics identity framework,collaboratively analyzed video episodes,perform required physics tasks,stem students choosing careers,positively influence physics identity,stronger “physics instructor” identity,coherent integrated physics identity,including systematic coding analysis,stronger “physics student” identity,examine written data sources,included questions probing,physics teacher sees,undergraduate stem students",",physics,identity,community,wenger,program,competence,community practice,practice,faculty,framework,career,dimension,self,participation,theoretical framework"
156,",proposed markov chain approach quantified,common core state standards initiative,sequential pattern data mining technique,build 21st century learning skills,research analyzing longitudinal log data,public urban middle school,urban middle school ela,fostering 21st century skills,study joins learning sciences,build technological competencies related,applied data mining techniques,driven practices involving creating,accurately interpreting user intent,markov model easily revealed,21st century online learning",",actions,action,user,year,online,social,st century,probability,century,st,network,youth,creative,production,graphs"
157,,",desire,sociocultural,women,activity,social,teaching,motivation,identity,within,individuals,participation,others,conditions,certain,conceptual"
158,",winning commercial educational digital,students spontaneously ascribed mathematical meaning,winning multiplatform commercial game,symbolic representations gradually transform,commercial educational digital game,formal disciplinary knowledge required,solving linear algebraic equations,formal symbolic algebraic representations,subsections discuss central terms,formal disciplinary knowledge representations,carefully planned discussion,deep relational structures,powerful cognitive tool,formal symbolic algebraic,theoretical approach employed",",game,player,box,transfer,games,th,disessa,child,reasoning,representations,formal,algebra,target,board,players"
159,",eighteen 11th grade students,slightly modified coding scheme,based ar settings differ,based augmented reality settings,augmented reality learning environments,reported diametrically opposite views,discussing navigation issues related,case study purposefully focuses,present case study focused,findings provide empirical support,diametrically opposite views,digitally enhanced setting”,mallard ducks inhabiting,susan provided fewer statements,aware augmented reality",",immersion,pair,location,pairs,activity,learning process,immersive,process,augmented,app,reality,motivation,investigation,relation,virtual"
160,,",knowledge,concept,centrality,condition,group,representations,insight,correct,maps,map,group members,control,control condition,nodes,awareness"
161,",problem spaces require strategic sharing,textiles revealed inherent interdisciplinarity,understand key programming concepts,related work observing social,previously published coding methods,related decisions pairs made,project decisions involving design,understand pair learning arrangements,students emulating pair programming,future collaborative learning arrangements,northeastern metropolitan city,designed canvas print,graduate assistants prepared,requiring separate realms,students made decisions",",pair,programming,domains,coding,pairs,tasks,project,design,within,multimodal,kafai,communication,equitable,computational,contexts"
162,",wearable left ventricular assist,reoccurring fast chaotic heart,society level / individual,adhf health professional team,health care providers make,assist mechanical circulatory support,mechanical circulatory support device,2 years adhf medical encounters,cardiothoracic intensive care unit,individual making informed decisions,complex dynamic oscillatory process,advanced heart failure practice,tech modern medicine making,patient clinic medical encounters,high technology make participation",",mr,heart,decision,device,practice,life,family,level,decision making,health,big,stage,body,encounter,high"
163,",tests revealed significant differences,making small group collaboration successful,discursive meaning making processes,students exhibit motivational deficits,successfully implement small group,high dropout rates occurred,consecutive large online courses,online courses concerns courses,massive open online courses,effective small group collaboration,small group collaboration phases,zoltners scherer & resnick,avoid repeated inclusion,group work successful,high dropout rates",",course,group,small group,courses,group work,collaboration,online,active,participants,small,rate,group members,participation,phase,sd"
164,",inform educational decision making,supporting teacher professional development,identify meaningful discourse,“challenging” talk moves,measuring teacher knowledge,specific talk strategy,teacher turns remained,captured classroom videos,selfcaptured classroom videos,supported pd model,classroom discourse analyzer,classroom dynamics back,teacher talk strategies,classroom talk competence,pd training sessions",",pd,teachers,classroom,talk,words,teacher,sessions,teachers students,resnick,training,strategies,press,turns,teaching,discourse"
165,",find suitable existing tools,professional development workshop held,team members individually wrote,undergraduate serving public institutions,personalized professional development resources,designing professional development resources,user archetypes called “personas,personalized professional development designed,designers make conscious decisions,design professional development targeted,students understanding / development,professional development workshop,personas represent user archetypes,science professional development,professional development situation",",faculty,innovations,users,assessment,needs,professional development,user,physics,team,educational,characteristics,interviews,professional,innovation,design"
166,,",cognitive,graduate,online,distance,programs,facts,skills,post,knowledge skills,knowledge,emphasizes,education,principles,lee,university"
167,",programmable humanoid robot platform nao,science motivation questionnaire adapted,minimum prior programming experience,solve everyday reasoning problems,current online ct assessment,term computational thinking,southeast united states,booking flight tickets,total 107 completed responses,evaluate student progress,research questions guided,important learning goal,score lose explained,widely acknowledged definition,upper elementary school",",ct,programming,pretest,score,everyday,robotics,posttest,curriculum,gain,gains,solving,reasoning,performance,robot,gained"
168,",rapid feedback “mini surveys”,items addressed negative emotions,students chose “strongly disagree”,current research examined students,item assessed perceived authenticity,confusion showed bimodal responses,student collaborative pairs reported,online research quest investigation,negative emotion items,greatly increased opportunities,617 unique session ids,411 unique session ids,interactive quarry map,critical thinking processes,random session id",",objects,museum,items,investigation,strongly,agree,investigations,emotions,positive,response,object,scientist,feeling,surveys,accounts"
169,",embodied cognition reject traditional views,connective words typically express relationships,speech reveal distinct underlying processes,logically sound mathematical argument,inform potential educational interventions,common core state standards,promote sophisticated mathematical reasoning,mathematicians communicate key ideas,distinct underlying cognitive processes,dynamically simulate mathematical objects,stepwise logistic regression analyses,identify constructing mathematical arguments,prior exploratory study showed,represent multiple mathematical objects,predict valid proofs separately",",speech,proof,gesture,gestures,valid,dynamic,mathematical,triangle,words,categories,validity,static,correlated,cognitive processes,task"
170,",data set includes field notes,12th grade social studies class,analyze transcribed class sessions,week documentary storytelling project,referenced opposing viewpoints raised,immigration policy affected people,opposing claims posed,urban school district,consciously formulated responses,ongoing societal conversations,early findings suggest,focal group set,guarantee ideological growth,find bakhtinian ideas,internally persuasive discourse",",class,dialogic,focal,perspectives,audience,youths,engagement,experiences,voices,responding,emerged,resources,differences,diversity,youth"
171,,",argumentation,science,language,english,claim,learning experiences,science learning,opportunities,piece,student,points,experiences,authentic,classroom,reasoning"
172,,",engineering,identities,family,identity,design,challenges,first year,explained,positioning,experiences,stem,engineers,engineering design,perceptions,diverse"
173,,",classroom,responsive,dimensions,sociocultural,interactions,culturally,global,local,social,cultural,academic,refers,children,settings,student"
174,,",experiments,agency,pre service,pre service teachers,service teachers,camera,service,science practices,material,human,science,teachers,verbal,scientists,chemistry"
175,",research involved analysing existing processes,texts includes decisions related,increasingly incorporating digital tools,based learning inform research,higher education effectively design,texts shape teaching,compositional choices build,digital age involves,multimodal student texts,“australian cultural experience”,formal learning environments,facilitating student learning,understand student learning,construct multimodal arguments,comparatively studying students",",multimodal,assessment,rubric,higher education,digital,assignment,composition,elements,assignments,higher,education,criteria,texts,narrative,within"
176,",simultaneously achieve high practical impact,selfand socially shared regulated learning,create thriving online learning communities,externally regulating artificial social agents,de jong & van joolingen,optimal external scripting level principle,massive open online courses,360 degree video camera system,visual ipad application focusing,guide collaborative activities similar,survival modeling include confusion,high performing groups tend,papers collectively advance thinking,involved socially shared regulation,measure internal scripts automatically",",analytics,srl,regulation,collaborative,cscl,learning analytics,processes,socially,collaborative learning,scripts,regulated,agents,metacognitive,groups,internal"
177,",iot + app inventor element,construct personally meaningful computational artifacts,app inventor + iot camp,app inventor authoring environment,iot + app inventor,results showed positive change,enacted curriculum helped students,based mobile app development,computational action emphasizes learners,creating meaningful change,personally relevant problems,including type checking,summer camp change students,east coast university,strongly entrenched notions",",computational,app,lives,pre,computing,sd,summer,post,pre test,internet,changes,action,test,participants,daily"
178,",programmable technology called bbc micro,5x5 pixel led screen,support culturally sustaining learning experiences,university student participants intend,small programmable computer designed,constitutes foundational cs learning,service teachers made comments,providing culturally sustaining,pts develop greater expertise,provide cs learning opportunities,computer science education,initial case study,programming computational technologies,case study draws,middle income backgrounds",",cs,pts,pre service,club,pre service teachers,elementary,service teachers,service,children,micro,interest driven,pre,computing,teachers,expansive"
179,",italian upper secondary school students,action competence approach combined,project designs innovative approaches,analysed focus group discussions,inducing deterministic future views,culturally diverse group,initial views confirmed,school science curricula,young generation struggles,enabling young people,positions deeply changed,manage difficult situations,recognised systematic shifts,private foundation coming,past generations science",",future,module,stem,agency,saw,agents,competence,project,sense,scaffolding,theme,interviews,became,education,vocabulary"
180,",programming computational models remains challenging,scientific models foremost serve,exhibit random movements similar,included multiple choice items,make conclusive causal claims,students reflecting discursively prior,practice impedes science learning,marginally significant interaction effect,total bifocal modeling unit,tools influence student engagement,12 urban charter school,blue food coloring,repeated measures anova,bifocal modeling framework,influenced student engagement",",model,modeling,condition,paper,virtual,tools,models,tangible,physical,representation,unit,explain,planning,phase,test"
181,",école polytechnique fédérale de lausanne,collaborative problem solving scenarios,factors affecting classroom performance,studies involving dual eye,deep versus surface learning,answered programming questions based,good performing pairs pay,academic performance previous research,collaborative tetris game,answer programming questions,shown strong association,sustain common ground,sustain mutual understanding,build common grounds,found interesting relationships",",posttest,gaze,perceptual,attention,score,teacher,correlation,referred,mooc,duration,axis,conceptual,performance,references,eye tracking"
182,,",tasks,boundary,meeting,task,curriculum,teachers,district,mathematical,researchers,notes,coordination,objects,transformation,standards,rating"
183,",early childhood education settings,children develop computational thinking skills,examined toys incorporated algorithmic thinking,facing arrow affords pushing,informal youth play activities,commercial early childhood toys,current coding toys targeting,specific ideational/physical mappings intended,“programmable robot mouse” toy,themed coding toys marketed,mental model mapped,giving algorithmic instructions,proposed target audience,furreal proto max,defining reusable routines",",robot,computational,computational thinking,features,physical,thinking,intended,children,play,coding,skills,tangible,defined,scaffolded,forward"
184,",singular image showing reliable clusters,education research remains highly debated,prior literature highlights strong relations,prior work established relations,early decontextualized language parents provide,children recruit similar neural systems,parental decontextualized language input predicts,decontextualized language include talk,seventeen typically developing children,early home environments vary,decontextualized language utterances produced,early parental decontextualized input,provide additional information,decontextualized input children received,pretend play talk",",children,input,language,processing,networks,narrative,parents,behavioral,relations,early,months,child,clusters,parent,show"
185,",itss offer adaptive learner support,generated transcriptionbased features including counts,utterance based control rules,coding turn taking behavior,student turn taking behavior,conditions experienced significant learning gains,test covered key concepts,system offer differing levels,structuring collaboration guidance affect,main tutoring system interface,good pair programming team,linear regression analysis revealed,feedback structuring affect learning,offer varying degrees,single lab session",",tutoring,cs,condition,tutor,system,collaboration,pair,conditions,feedback,student,learning gains,cscl,gains,attributes,collaborative"
186,",primary factor causing digital,missing html semantic tags,accessible rich internet application,enhanced collective thinking processes,lvi experienced constant frustration due,positive atmosphere allowed learners,improve collaborative learning skills,connected braille display device,swell form heating machine,lvi repeatedly faced difficulties,accessibility issues caused delays,main collaborative task,preferred tactile materials,secondary regular schools,recent literature reveals",",cscl,visual,faced,reflections,team,participants,problems,issues,activities,technical,create,learners,challenges,virtual,system"
